instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
Acción VWX-4480,BVC,2024-Q1,Dividendos,0.0048,0.0325,0.0867,0.0576,0.0218,0.0997,0.0691,0.0600,0.0954,0.0751,0.1190,0.2283,49029,false
Bono Corporativo VWX-4481,COLCAP,2024-Q2,Intereses,0.0665,0.0125,0.0447,0.0833,0.0505,0.0104,0.0836,0.0483,0.0550,0.0866,0.1209,0.2877,14186,false
ETF VWX-4482,BVLIMA,2024-Q3,Capital,0.0728,0.0224,0.0159,0.0799,0.0810,0.0557,0.0995,0.0344,0.0351,0.1431,0.0951,0.2151,73243,true
Fondo Mutuo VWX-4483,MILA,2024-Q4,Mixto,0.0651,0.0386,0.0399,0.0425,0.0023,0.1066,0.0850,0.0232,0.1141,0.1159,0.0572,0.2596,57699,false
Bono Gobierno VWX-4484,BVC,2023-Q1,Renta Fija,0.0641,0.0301,0.0699,0.0771,0.0836,0.0280,0.0654,0.0313,0.0166,0.1046,0.0084,0.3709,193263,false
Acción Preferente VWX-4485,COLCAP,2023-Q2,Renta Variable,0.0632,0.0120,0.0026,0.0481,0.0223,0.0627,0.0573,0.0194,0.0194,0.0917,0.0876,0.4637,97894,true
Warrant VWX-4486,BVLIMA,2023-Q3,Derivados,0.0313,0.0228,0.0093,0.0708,0.0399,0.0383,0.0622,0.0913,0.0776,0.0246,0.1384,0.3435,19627,false
ADR VWX-4487,MILA,2023-Q4,Estructurado,0.0155,0.0505,0.0350,0.0068,0.0328,0.0761,0.0816,0.0608,0.0707,0.0460,0.0718,0.4024,13086,false
REIT VWX-4488,BVC,2024-01,Dividendos,0.0263,0.0484,0.0651,0.0471,0.0497,0.0210,0.0645,0.0658,0.0643,0.0171,0.0830,0.3977,35149,true
Fondo Indexado VWX-4489,COLCAP,2024-02,Intereses,0.0270,0.0212,0.0557,0.0730,0.0133,0.0825,0.0422,0.1167,0.0123,0.0361,0.0658,0.4042,78973,false
Acción YZA-4490,BVLIMA,2024-03,Capital,0.0054,0.0651,0.0598,0.0031,0.0216,0.0262,0.1239,0.0076,0.1039,0.1412,0.0862,0.3060,88999,false
Bono Corporativo YZA-4491,MILA,2024-04,Mixto,0.0752,0.0098,0.0709,0.0699,0.0438,0.0931,0.0947,0.0849,0.0396,0.0548,0.1080,0.2053,33558,true
ETF YZA-4492,BVC,2024-05,Renta Fija,0.0190,0.0479,0.0359,0.0376,0.0020,0.0851,0.0200,0.0198,0.1221,0.0449,0.1030,0.4127,146043,false
Fondo Mutuo YZA-4493,COLCAP,2024-06,Renta Variable,0.0273,0.0590,0.0136,0.0422,0.0529,0.0543,0.0368,0.0708,0.0300,0.0129,0.0482,0.5020,79030,false
Bono Gobierno YZA-4494,BVLIMA,2024-07,Derivados,0.0211,0.0495,0.0348,0.0778,0.0838,0.0967,0.0470,0.0292,0.0106,0.0851,0.0437,0.3707,60542,true
Acción Preferente YZA-4495,MILA,2024-08,Estructurado,0.0402,0.0027,0.0116,0.0081,0.0359,0.0149,0.1194,0.1352,0.0667,0.0003,0.1280,0.3870,171201,false
Warrant YZA-4496,BVC,2024-09,Dividendos,0.0275,0.0456,0.0530,0.0664,0.0858,0.0611,0.0319,0.1055,0.0048,0.1311,0.0186,0.3187,164776,false
ADR YZA-4497,COLCAP,2024-10,Intereses,0.0171,0.0493,0.0861,0.0614,0.0836,0.0258,0.0600,0.0569,0.0620,0.0393,0.0890,0.3195,194175,true
REIT YZA-4498,BVLIMA,2024-11,Capital,0.0256,0.0838,0.0455,0.0061,0.0800,0.0904,0.0985,0.0839,0.0191,0.0104,0.0351,0.3716,177296,false
Fondo Indexado YZA-4499,MILA,2024-12,Mixto,0.0085,0.0636,0.0447,0.0787,0.0879,0.0236,0.0093,0.0456,0.0385,0.0802,0.0667,0.4027,158824,false
Acción BCD-4500,BVC,2024-Q1,Renta Fija,0.0499,0.0471,0.0377,0.0031,0.0233,0.0967,0.1152,0.0185,0.0090,0.1356,0.0192,0.3947,59023,true
Bono Corporativo BCD-4501,COLCAP,2024-Q2,Renta Variable,0.0309,0.0384,0.0730,0.0121,0.0285,0.0781,0.0706,0.0421,0.0001,0.0065,0.0623,0.5074,50714,false
ETF BCD-4502,BVLIMA,2024-Q3,Derivados,0.0445,0.0419,0.0833,0.0040,0.0396,0.0314,0.0397,0.0558,0.0456,0.0605,0.1414,0.3623,144015,false
Fondo Mutuo BCD-4503,MILA,2024-Q4,Estructurado,0.0473,0.0269,0.0664,0.0593,0.0564,0.0204,0.1076,0.1083,0.0820,0.0876,0.0327,0.2551,147284,true
Bono Gobierno BCD-4504,BVC,2023-Q1,Dividendos,0.0685,0.0102,0.0121,0.0941,0.0569,0.0457,0.0209,0.1279,0.0405,0.0179,0.0514,0.4039,108485,false
Acción Preferente BCD-4505,COLCAP,2023-Q2,Intereses,0.0637,0.0684,0.0450,0.0082,0.0308,0.0894,0.0275,0.1012,0.1024,0.1323,0.0635,0.2176,66001,false
Warrant BCD-4506,BVLIMA,2023-Q3,Capital,0.0089,0.0787,0.0782,0.0151,0.0796,0.0612,0.0248,0.0387,0.1194,0.0334,0.0943,0.3177,36732,true
ADR BCD-4507,MILA,2023-Q4,Mixto,0.0089,0.0454,0.0183,0.0919,0.0689,0.0559,0.0417,0.0063,0.1398,0.1115,0.0690,0.2924,93448,false
REIT BCD-4508,BVC,2024-01,Renta Fija,0.0637,0.0567,0.0012,0.0218,0.0162,0.0455,0.0799,0.0784,0.0825,0.0830,0.1232,0.2979,34940,false
Fondo Indexado BCD-4509,COLCAP,2024-02,Renta Variable,0.0549,0.0748,0.0075,0.0659,0.0334,0.0787,0.0976,0.1065,0.0031,0.1136,0.1053,0.2087,182048,true
Acción EFG-4510,BVLIMA,2024-03,Derivados,0.0463,0.0478,0.0355,0.0683,0.0620,0.0453,0.0737,0.1051,0.0025,0.0592,0.0918,0.3125,28723,false
Bono Corporativo EFG-4511,MILA,2024-04,Estructurado,0.0602,0.0345,0.0796,0.0141,0.0536,0.1003,0.0325,0.0984,0.0424,0.1334,0.1089,0.1921,190994,false
ETF EFG-4512,BVC,2024-05,Dividendos,0.0292,0.0420,0.0219,0.0778,0.0608,0.0205,0.0813,0.0929,0.0076,0.0442,0.1053,0.3665,55022,true
Fondo Mutuo EFG-4513,COLCAP,2024-06,Intereses,0.0043,0.0426,0.0303,0.0505,0.0611,0.0059,0.1245,0.0960,0.0906,0.1208,0.0783,0.2451,136147,false
Bono Gobierno EFG-4514,BVLIMA,2024-07,Capital,0.0251,0.0157,0.0209,0.0012,0.0028,0.0301,0.1149,0.0413,0.1216,0.0681,0.0915,0.4168,44560,false
Acción Preferente EFG-4515,MILA,2024-08,Mixto,0.0508,0.0062,0.0257,0.0440,0.0268,0.1072,0.0015,0.0207,0.0099,0.1317,0.0545,0.4710,125248,true
Warrant EFG-4516,BVC,2024-09,Renta Fija,0.0326,0.0095,0.0038,0.0355,0.0088,0.0707,0.0447,0.1084,0.1109,0.0743,0.0731,0.3777,158654,false
ADR EFG-4517,COLCAP,2024-10,Renta Variable,0.0773,0.0414,0.0305,0.0448,0.0265,0.0456,0.0746,0.0788,0.0659,0.1479,0.1178,0.1989,125408,false
REIT EFG-4518,BVLIMA,2024-11,Derivados,0.0247,0.0713,0.0569,0.0011,0.0132,0.0444,0.0653,0.0005,0.0167,0.0875,0.0219,0.5465,165691,true
Fondo Indexado EFG-4519,MILA,2024-12,Estructurado,0.0651,0.0045,0.0398,0.0055,0.0750,0.0175,0.0563,0.0108,0.0403,0.0180,0.0501,0.5671,87759,false
Acción HIJ-4520,BVC,2024-Q1,Dividendos,0.0621,0.0700,0.0720,0.0087,0.0003,0.0116,0.1084,0.0376,0.1201,0.1271,0.0108,0.3213,118165,false
Bono Corporativo HIJ-4521,COLCAP,2024-Q2,Intereses,0.0242,0.0219,0.0462,0.0767,0.0190,0.1005,0.0658,0.0288,0.0471,0.1442,0.0167,0.3589,156283,true
ETF HIJ-4522,BVLIMA,2024-Q3,Capital,0.0758,0.0782,0.0478,0.0176,0.0902,0.0273,0.0736,0.0227,0.1136,0.0218,0.0731,0.3083,130107,false
Fondo Mutuo HIJ-4523,MILA,2024-Q4,Mixto,0.0403,0.0495,0.0292,0.0396,0.0830,0.0061,0.0417,0.1033,0.1107,0.0484,0.1464,0.2518,153394,false
Bono Gobierno HIJ-4524,BVC,2023-Q1,Renta Fija,0.0120,0.0210,0.0275,0.0769,0.0679,0.1009,0.0999,0.0516,0.0492,0.0351,0.0336,0.3744,117353,true
Acción Preferente HIJ-4525,COLCAP,2023-Q2,Renta Variable,0.0502,0.0408,0.0488,0.0332,0.0567,0.0948,0.0007,0.0110,0.0504,0.0460,0.0874,0.4300,44851,false
Warrant HIJ-4526,BVLIMA,2023-Q3,Derivados,0.0094,0.0012,0.0383,0.0191,0.0645,0.0523,0.1164,0.1074,0.1174,0.1058,0.1251,0.1931,85879,false
ADR HIJ-4527,MILA,2023-Q4,Estructurado,0.0155,0.0688,0.0713,0.0818,0.0681,0.0755,0.0142,0.0123,0.1141,0.0248,0.0645,0.3391,113064,true
REIT HIJ-4528,BVC,2024-01,Dividendos,0.0183,0.0428,0.0711,0.0132,0.0132,0.0273,0.0573,0.0403,0.0554,0.0010,0.0895,0.5206,72055,false
Fondo Indexado HIJ-4529,COLCAP,2024-02,Intereses,0.0389,0.0798,0.0418,0.0737,0.0245,0.0914,0.0494,0.0728,0.0876,0.1148,0.0063,0.2690,183566,false
Acción KLM-4530,BVLIMA,2024-03,Capital,0.0007,0.0709,0.0542,0.0660,0.0479,0.0258,0.0797,0.0725,0.0892,0.0152,0.0159,0.4120,85915,true
Bono Corporativo KLM-4531,MILA,2024-04,Mixto,0.0618,0.0742,0.0442,0.0612,0.0709,0.0076,0.0865,0.0143,0.0259,0.0398,0.0987,0.3649,151519,false
ETF KLM-4532,BVC,2024-05,Renta Fija,0.0003,0.0174,0.0407,0.0305,0.0178,0.0199,0.1276,0.0314,0.1462,0.1117,0.0026,0.4039,191007,false
Fondo Mutuo KLM-4533,COLCAP,2024-06,Renta Variable,0.0220,0.0837,0.0207,0.0197,0.0709,0.1035,0.0957,0.0750,0.0905,0.0755,0.0993,0.1935,109733,true
Bono Gobierno KLM-4534,BVLIMA,2024-07,Derivados,0.0476,0.0309,0.0624,0.0817,0.0480,0.0386,0.0306,0.0251,0.0218,0.1392,0.0842,0.3399,190197,false
Acción Preferente KLM-4535,MILA,2024-08,Estructurado,0.0176,0.0589,0.0201,0.0048,0.0892,0.0612,0.0122,0.0695,0.0940,0.0322,0.0753,0.4150,18183,false
Warrant KLM-4536,BVC,2024-09,Dividendos,0.0566,0.0618,0.0743,0.0144,0.0768,0.0844,0.0021,0.0144,0.0686,0.0574,0.0290,0.4102,96835,true
ADR KLM-4537,COLCAP,2024-10,Intereses,0.0667,0.0492,0.0621,0.0134,0.0872,0.0241,0.0874,0.1084,0.1007,0.0160,0.1008,0.2340,156668,false
REIT KLM-4538,BVLIMA,2024-11,Capital,0.0184,0.0167,0.0823,0.0619,0.0228,0.0041,0.0299,0.0025,0.1197,0.1124,0.1150,0.3643,194096,false
Fondo Indexado KLM-4539,MILA,2024-12,Mixto,0.0289,0.0297,0.0462,0.0356,0.0333,0.0982,0.0208,0.0748,0.1231,0.0932,0.0163,0.3499,130319,true
Acción NOP-4540,BVC,2024-Q1,Renta Fija,0.0198,0.0018,0.0633,0.0776,0.0081,0.1046,0.1076,0.0959,0.0437,0.0795,0.1057,0.2424,108133,false
Bono Corporativo NOP-4541,COLCAP,2024-Q2,Renta Variable,0.0117,0.0011,0.0508,0.0505,0.0983,0.0570,0.0764,0.0224,0.0882,0.0373,0.0662,0.3901,59719,false
ETF NOP-4542,BVLIMA,2024-Q3,Derivados,0.0605,0.0721,0.0519,0.0752,0.0525,0.0805,0.0007,0.0549,0.1094,0.0455,0.0572,0.2896,104126,true
Fondo Mutuo NOP-4543,MILA,2024-Q4,Estructurado,0.0258,0.0674,0.0684,0.0836,0.0511,0.0604,0.0027,0.0078,0.0418,0.1219,0.0900,0.3291,133047,false
Bono Gobierno NOP-4544,BVC,2023-Q1,Dividendos,0.0628,0.0495,0.0609,0.0131,0.0755,0.0504,0.0457,0.0618,0.0451,0.1423,0.1366,0.2063,170341,false
Acción Preferente NOP-4545,COLCAP,2023-Q2,Intereses,0.0258,0.0286,0.0119,0.0273,0.0394,0.0251,0.0460,0.0087,0.0095,0.0876,0.1439,0.4962,150894,true
Warrant NOP-4546,BVLIMA,2023-Q3,Capital,0.0514,0.0526,0.0000,0.0721,0.0780,0.0602,0.0571,0.0913,0.0272,0.1271,0.1102,0.2228,138757,false
ADR NOP-4547,MILA,2023-Q4,Mixto,0.0785,0.0663,0.0454,0.0417,0.0834,0.0150,0.0887,0.0252,0.1149,0.1021,0.0139,0.2749,144125,false
REIT NOP-4548,BVC,2024-01,Renta Fija,0.0193,0.0279,0.0002,0.0813,0.0595,0.0393,0.1004,0.0773,0.1090,0.0695,0.1230,0.2433,118979,true
Fondo Indexado NOP-4549,COLCAP,2024-02,Renta Variable,0.0772,0.0414,0.0368,0.0120,0.0870,0.0769,0.0364,0.0894,0.0818,0.0018,0.1113,0.2980,30292,false
Acción QRS-4550,BVLIMA,2024-03,Derivados,0.0367,0.0341,0.0162,0.0483,0.0354,0.0569,0.0383,0.0436,0.1069,0.0615,0.0364,0.4357,123002,false
Bono Corporativo QRS-4551,MILA,2024-04,Estructurado,0.0218,0.0640,0.0175,0.0517,0.0967,0.0163,0.0723,0.0233,0.0676,0.0475,0.0785,0.3928,58622,true
ETF QRS-4552,BVC,2024-05,Dividendos,0.0312,0.0500,0.0810,0.0857,0.0683,0.0257,0.0473,0.0900,0.0503,0.0697,0.0079,0.3429,42247,false
Fondo Mutuo QRS-4553,COLCAP,2024-06,Intereses,0.0663,0.0318,0.0147,0.0562,0.0604,0.0417,0.0499,0.0066,0.0001,0.0831,0.0958,0.4434,135153,false
Bono Gobierno QRS-4554,BVLIMA,2024-07,Capital,0.0687,0.0775,0.0481,0.0645,0.0854,0.0094,0.0945,0.0040,0.0852,0.0539,0.0012,0.3576,14107,true
Acción Preferente QRS-4555,MILA,2024-08,Mixto,0.0571,0.0323,0.0568,0.0500,0.0678,0.0970,0.0655,0.0714,0.0148,0.1150,0.0093,0.3130,162490,false
Warrant QRS-4556,BVC,2024-09,Renta Fija,0.0629,0.0397,0.0189,0.0795,0.0529,0.0323,0.0480,0.0578,0.0536,0.0891,0.1326,0.2827,35042,false
ADR QRS-4557,COLCAP,2024-10,Renta Variable,0.0379,0.0019,0.0475,0.0377,0.0831,0.0371,0.0453,0.0833,0.1143,0.0471,0.1496,0.2652,98049,true
REIT QRS-4558,BVLIMA,2024-11,Derivados,0.0742,0.0387,0.0693,0.0422,0.0793,0.0763,0.0252,0.0768,0.0978,0.0204,0.1056,0.2442,12188,false
Fondo Indexado QRS-4559,MILA,2024-12,Estructurado,0.0311,0.0466,0.0728,0.0382,0.0689,0.0775,0.1014,0.0342,0.0566,0.1393,0.0003,0.2831,77666,false
Acción TUV-4560,BVC,2024-Q1,Dividendos,0.0708,0.0665,0.0355,0.0210,0.0927,0.0145,0.0729,0.0367,0.0140,0.0590,0.0521,0.4143,93031,true
Bono Corporativo TUV-4561,COLCAP,2024-Q2,Intereses,0.0709,0.0755,0.0283,0.0101,0.0603,0.0292,0.0011,0.0102,0.0034,0.0063,0.0605,0.5942,91057,false
ETF TUV-4562,BVLIMA,2024-Q3,Capital,0.0392,0.0230,0.0361,0.0057,0.0158,0.0885,0.1029,0.0812,0.0539,0.0909,0.1172,0.2956,36985,false
Fondo Mutuo TUV-4563,MILA,2024-Q4,Mixto,0.0574,0.0206,0.0145,0.0528,0.0418,0.0744,0.1090,0.0155,0.0710,0.0173,0.1198,0.3559,198487,true
Bono Gobierno TUV-4564,BVC,2023-Q1,Renta Fija,0.0658,0.0060,0.0124,0.0219,0.0972,0.0490,0.1158,0.0206,0.0293,0.1394,0.0157,0.3769,156037,false
Acción Preferente TUV-4565,COLCAP,2023-Q2,Renta Variable,0.0557,0.0634,0.0265,0.0718,0.0688,0.0488,0.0292,0.0607,0.0160,0.0226,0.1454,0.3411,54064,false
Warrant TUV-4566,BVLIMA,2023-Q3,Derivados,0.0026,0.0828,0.0698,0.0249,0.0409,0.0811,0.0607,0.0963,0.0090,0.0958,0.0952,0.2909,86416,true
ADR TUV-4567,MILA,2023-Q4,Estructurado,0.0767,0.0642,0.0255,0.0762,0.0517,0.0438,0.0963,0.0782,0.0205,0.0704,0.0967,0.2498,77033,false
REIT TUV-4568,BVC,2024-01,Dividendos,0.0467,0.0580,0.0528,0.0602,0.0406,0.0958,0.0507,0.0144,0.0448,0.0639,0.1244,0.2977,12481,false
Fondo Indexado TUV-4569,COLCAP,2024-02,Intereses,0.0336,0.0219,0.0263,0.0852,0.0611,0.0442,0.0024,0.0731,0.1146,0.0123,0.0961,0.3792,145717,true
Acción WXY-4570,BVLIMA,2024-03,Capital,0.0481,0.0653,0.0184,0.0545,0.0592,0.0465,0.0157,0.0164,0.0722,0.1130,0.1473,0.2934,111334,false
Bono Corporativo WXY-4571,MILA,2024-04,Mixto,0.0488,0.0454,0.0564,0.0879,0.0064,0.0545,0.1074,0.0099,0.0412,0.0703,0.0917,0.3301,143013,false
ETF WXY-4572,BVC,2024-05,Renta Fija,0.0652,0.0702,0.0134,0.0617,0.0696,0.0122,0.0378,0.1088,0.0451,0.0507,0.0599,0.3554,130066,true
Fondo Mutuo WXY-4573,COLCAP,2024-06,Renta Variable,0.0175,0.0790,0.0141,0.0076,0.0923,0.0767,0.0349,0.0988,0.0248,0.0472,0.0470,0.4101,191539,false
Bono Gobierno WXY-4574,BVLIMA,2024-07,Derivados,0.0777,0.0475,0.0331,0.0616,0.0770,0.0923,0.0869,0.0505,0.0111,0.1013,0.0985,0.2125,41458,false
Acción Preferente WXY-4575,MILA,2024-08,Estructurado,0.0470,0.0556,0.0782,0.0152,0.0035,0.0191,0.0353,0.0202,0.0939,0.0569,0.1082,0.4169,13786,true
Warrant WXY-4576,BVC,2024-09,Dividendos,0.0615,0.0221,0.0284,0.0914,0.0756,0.0761,0.0426,0.0329,0.0425,0.0072,0.0895,0.3802,76993,false
ADR WXY-4577,COLCAP,2024-10,Intereses,0.0324,0.0131,0.0035,0.0139,0.0850,0.0655,0.0097,0.0248,0.1117,0.0548,0.0189,0.5167,53419,false
REIT WXY-4578,BVLIMA,2024-11,Capital,0.0324,0.0781,0.0402,0.0430,0.0391,0.0887,0.0719,0.0148,0.0215,0.1250,0.0827,0.3126,124390,true
Fondo Indexado WXY-4579,MILA,2024-12,Mixto,0.0602,0.0096,0.0288,0.0340,0.0859,0.0491,0.0306,0.0035,0.0889,0.0356,0.0039,0.5199,43618,false
Acción ZAB-4580,BVC,2024-Q1,Renta Fija,0.0625,0.0196,0.0484,0.0765,0.0582,0.0450,0.1054,0.0246,0.0964,0.1327,0.0482,0.2325,24047,false
Bono Corporativo ZAB-4581,COLCAP,2024-Q2,Renta Variable,0.0739,0.0489,0.0759,0.0564,0.0170,0.0928,0.0125,0.0539,0.0941,0.0189,0.0884,0.3173,184832,true
ETF ZAB-4582,BVLIMA,2024-Q3,Derivados,0.0422,0.0697,0.0623,0.0151,0.0268,0.0215,0.0211,0.0285,0.0977,0.1379,0.0024,0.4248,129384,false
Fondo Mutuo ZAB-4583,MILA,2024-Q4,Estructurado,0.0330,0.0041,0.0616,0.0574,0.0783,0.0468,0.0550,0.1128,0.0818,0.0831,0.0644,0.2717,181413,false
Bono Gobierno ZAB-4584,BVC,2023-Q1,Dividendos,0.0440,0.0547,0.0546,0.0870,0.0252,0.0260,0.0276,0.0974,0.0233,0.0208,0.0242,0.4652,143169,true
Acción Preferente ZAB-4585,COLCAP,2023-Q2,Intereses,0.0208,0.0784,0.0097,0.0127,0.0515,0.0349,0.1143,0.1209,0.0315,0.0260,0.0729,0.3764,112707,false
Warrant ZAB-4586,BVLIMA,2023-Q3,Capital,0.0326,0.0305,0.0736,0.0688,0.0631,0.0608,0.0913,0.0498,0.0854,0.0515,0.0817,0.2609,10438,false
ADR ZAB-4587,MILA,2023-Q4,Mixto,0.0261,0.0749,0.0339,0.0633,0.0158,0.0357,0.0177,0.0633,0.0560,0.0943,0.0925,0.3765,24173,true
REIT ZAB-4588,BVC,2024-01,Renta Fija,0.0597,0.0044,0.0438,0.0373,0.0933,0.0618,0.1035,0.0526,0.0051,0.1272,0.0988,0.2625,150950,false
Fondo Indexado ZAB-4589,COLCAP,2024-02,Renta Variable,0.0495,0.0417,0.0345,0.0574,0.0273,0.1045,0.0698,0.0598,0.1087,0.0534,0.0812,0.2622,145371,false
Acción CDE-4590,BVLIMA,2024-03,Derivados,0.0494,0.0174,0.0250,0.0338,0.0515,0.0764,0.0581,0.0717,0.0485,0.1266,0.0514,0.3402,169163,true
Bono Corporativo CDE-4591,MILA,2024-04,Estructurado,0.0264,0.0072,0.0553,0.0538,0.0679,0.0801,0.1094,0.0570,0.0219,0.1168,0.0096,0.3446,101775,false
ETF CDE-4592,BVC,2024-05,Dividendos,0.0346,0.0038,0.0896,0.0541,0.0288,0.0866,0.0032,0.0897,0.0600,0.0924,0.0973,0.3099,141552,false
Fondo Mutuo CDE-4593,COLCAP,2024-06,Intereses,0.0691,0.0013,0.0235,0.0638,0.0356,0.0536,0.0456,0.1055,0.0199,0.1086,0.0614,0.3621,180075,true
Bono Gobierno CDE-4594,BVLIMA,2024-07,Capital,0.0215,0.0030,0.0757,0.0164,0.0764,0.0778,0.0448,0.0370,0.1242,0.1332,0.1495,0.1905,115048,false
Acción Preferente CDE-4595,MILA,2024-08,Mixto,0.0636,0.0213,0.0209,0.0261,0.0175,0.0532,0.1170,0.0803,0.0941,0.1409,0.1117,0.2034,86650,false
Warrant CDE-4596,BVC,2024-09,Renta Fija,0.0207,0.0457,0.0569,0.0298,0.0454,0.0045,0.0856,0.0456,0.1006,0.0788,0.0921,0.3443,128238,true
ADR CDE-4597,COLCAP,2024-10,Renta Variable,0.0735,0.0218,0.0322,0.0848,0.0407,0.0891,0.0741,0.0901,0.0452,0.1073,0.1423,0.1489,10468,false
REIT CDE-4598,BVLIMA,2024-11,Derivados,0.0487,0.0374,0.0492,0.0302,0.0980,0.0532,0.0050,0.0343,0.0929,0.0910,0.0136,0.3965,106273,false
Fondo Indexado CDE-4599,MILA,2024-12,Estructurado,0.0361,0.0631,0.0372,0.0469,0.0308,0.0591,0.0392,0.0962,0.1241,0.0163,0.1066,0.2944,122009,true
Acción ABC-4600,BVC,2024-Q1,Dividendos,0.0090,0.0448,0.0106,0.0875,0.0920,0.0892,0.0923,0.0510,0.0345,0.0679,0.0095,0.3617,165671,false
Bono Corporativo ABC-4601,COLCAP,2024-Q2,Intereses,0.0063,0.0327,0.0273,0.0537,0.0484,0.0812,0.0637,0.0028,0.0642,0.0924,0.0434,0.4339,106428,false
ETF ABC-4602,BVLIMA,2024-Q3,Capital,0.0676,0.0005,0.0211,0.0496,0.0253,0.0080,0.0325,0.0932,0.0318,0.0513,0.1268,0.4423,171480,true
Fondo Mutuo ABC-4603,MILA,2024-Q4,Mixto,0.0371,0.0607,0.0056,0.0335,0.0357,0.0893,0.1128,0.0583,0.0806,0.1028,0.0679,0.2657,63707,false
Bono Gobierno ABC-4604,BVC,2023-Q1,Renta Fija,0.0493,0.0763,0.0067,0.0442,0.0407,0.0121,0.0535,0.0489,0.1091,0.0286,0.0314,0.4492,175586,false
Acción Preferente ABC-4605,COLCAP,2023-Q2,Renta Variable,0.0459,0.0577,0.0090,0.0390,0.0665,0.0227,0.0244,0.1134,0.1423,0.1155,0.0882,0.2254,61904,true
Warrant ABC-4606,BVLIMA,2023-Q3,Derivados,0.0777,0.0096,0.0516,0.0193,0.0575,0.0699,0.0207,0.0146,0.0884,0.1283,0.0479,0.3645,100307,false
ADR ABC-4607,MILA,2023-Q4,Estructurado,0.0084,0.0238,0.0874,0.0519,0.0819,0.0229,0.0708,0.0991,0.0283,0.1100,0.0364,0.3291,133470,false
REIT ABC-4608,BVC,2024-01,Dividendos,0.0513,0.0083,0.0371,0.0783,0.0366,0.1042,0.0145,0.0793,0.1056,0.0861,0.1417,0.2070,94435,true
Fondo Indexado ABC-4609,COLCAP,2024-02,Intereses,0.0036,0.0697,0.0694,0.0533,0.0156,0.0533,0.0028,0.0889,0.0872,0.1382,0.0777,0.2903,85823,false
Acción XYZ-4610,BVLIMA,2024-03,Capital,0.0209,0.0083,0.0396,0.0322,0.0226,0.0946,0.0165,0.0518,0.1140,0.0037,0.0393,0.5065,28277,false
Bono Corporativo XYZ-4611,MILA,2024-04,Mixto,0.0282,0.0040,0.0094,0.0245,0.0923,0.0863,0.1159,0.0344,0.1073,0.0143,0.0650,0.3684,101646,true
ETF XYZ-4612,BVC,2024-05,Renta Fija,0.0744,0.0048,0.0668,0.0783,0.0701,0.0537,0.0063,0.0082,0.0977,0.1016,0.0021,0.3860,118117,false
Fondo Mutuo XYZ-4613,COLCAP,2024-06,Renta Variable,0.0723,0.0701,0.0066,0.0656,0.0600,0.0501,0.0419,0.0931,0.0282,0.1131,0.0610,0.2880,67220,false
Bono Gobierno XYZ-4614,BVLIMA,2024-07,Derivados,0.0189,0.0719,0.0350,0.0466,0.0942,0.0147,0.0741,0.0435,0.1128,0.1374,0.0718,0.2291,86419,true
Acción Preferente XYZ-4615,MILA,2024-08,Estructurado,0.0203,0.0733,0.0018,0.0717,0.0470,0.0113,0.0426,0.0112,0.0597,0.1369,0.0793,0.3949,168131,false
Warrant XYZ-4616,BVC,2024-09,Dividendos,0.0063,0.0234,0.0303,0.0425,0.0319,0.0912,0.0165,0.1143,0.1167,0.0407,0.0421,0.3941,105244,false
ADR XYZ-4617,COLCAP,2024-10,Intereses,0.0289,0.0590,0.0311,0.0461,0.0822,0.0503,0.0532,0.0023,0.1167,0.1035,0.0643,0.3124,193954,true
REIT XYZ-4618,BVLIMA,2024-11,Capital,0.0485,0.0775,0.0065,0.0662,0.0773,0.0735,0.0290,0.0950,0.0194,0.0057,0.0466,0.4048,115912,false
Fondo Indexado XYZ-4619,MILA,2024-12,Mixto,0.0357,0.0044,0.0891,0.0037,0.0009,0.0086,0.1206,0.0579,0.0191,0.0372,0.1391,0.4337,181164,false
Acción DEF-4620,BVC,2024-Q1,Renta Fija,0.0676,0.0648,0.0500,0.0775,0.0417,0.0389,0.0747,0.0443,0.1139,0.0988,0.1112,0.1666,25822,true
Bono Corporativo DEF-4621,COLCAP,2024-Q2,Renta Variable,0.0274,0.0532,0.0058,0.0413,0.0136,0.0983,0.0544,0.0759,0.1276,0.1296,0.1285,0.1944,80008,false
ETF DEF-4622,BVLIMA,2024-Q3,Derivados,0.0149,0.0465,0.0823,0.0327,0.0078,0.0835,0.0992,0.0862,0.0479,0.0177,0.0436,0.3877,28608,false
Fondo Mutuo DEF-4623,MILA,2024-Q4,Estructurado,0.0606,0.0317,0.0129,0.0552,0.0715,0.0507,0.0114,0.0511,0.0379,0.0077,0.1464,0.4129,183046,true
Bono Gobierno DEF-4624,BVC,2023-Q1,Dividendos,0.0533,0.0128,0.0096,0.0070,0.0466,0.0373,0.0411,0.0717,0.1385,0.0146,0.0742,0.4433,95596,false
Acción Preferente DEF-4625,COLCAP,2023-Q2,Intereses,0.0153,0.0054,0.0841,0.0448,0.0930,0.0009,0.1043,0.0463,0.0489,0.0618,0.0657,0.3795,133092,false
Warrant DEF-4626,BVLIMA,2023-Q3,Capital,0.0097,0.0360,0.0031,0.0003,0.0342,0.1199,0.0284,0.0473,0.1135,0.1267,0.0023,0.4286,123748,true
